Brand,Model Name,Year,Price (USD),Mileage (km),Condition,City,Color,Battery (kWh),Range (km),Power (kW),0-100 km/h (s),Seller Type,Charging Type,Date Listed,Source
Tesla,Tesla Model Y,2023,60808.79210585568,32310.0,New,Sihanoukville,Silver,60/75/82,430-600,220,6.9,Dealer,GB-T/CCS2,9/8/2021,Synthetic (New Formula)
BYD,BYD Seal,2024,37793.803307883565,11484.0,New,Phnom Penh,Green,61.4/82.5,400-550,150,3.8,Dealer,GB-T/CCS2,19-01-2024,Synthetic (New Formula)
AION,AION V,2024,38419.180661228456,7511.0,Excellent,Phnom Penh,Silver,68.8/80,480-610,165,7.1,Dealer,GB-T/CCS2,20-03-2024,Synthetic (New Formula)
AITO,AITO M7,2022,70365.10850329378,64206.0,Like New,Phnom Penh,White,40,200 PHEV,330,4.8,Private,GB-T/CCS2,7/1/2024,Synthetic (New Formula)
BYD,BYD Han,2025,54675.15200582514,6228.0,Fair,Phnom Penh,Orange,76.9/85.4,500-610,180,3.9,Authorized Dealer,GB-T/CCS2,9/9/2021,Synthetic (New Formula)
Avatr,Avatr 12,2022,68618.56655965773,12195.0,Good,Phnom Penh,Silver,94.5,650,230,3.9,Dealer,GB-T/CCS2,14-07-2025,Synthetic (New Formula)
Nissan,Nissan Leaf,2025,30078.940697121172,37398.0,Good,Phnom Penh,Green,40/62,240-385,110,7.0,Private,GB-T/CCS2,12/2/2023,Synthetic (New Formula)
BYD,BYD Seal,2020,41290.95148027741,29400.0,Fair,Phnom Penh,Cosmos Black,61.4/82.5,400-550,150,3.8,Private,GB-T/CCS2,8/8/2023,Synthetic (New Formula)
BYD,BYD Seal,2025,40534.92219605417,33252.0,New,Sihanoukville,Grey,61.4/82.5,400-550,150,3.8,Private,GB-T/CCS2,18-02-2025,Synthetic (New Formula)
Kia,Kia EV6,2025,53503.06433987038,31563.0,New,Phnom Penh,Grey,77.4,484,168,7.1,Authorized Dealer,GB-T/CCS2,19-03-2022,Synthetic (New Formula)
BYD,BYD Atto 3,2022,30042.619154161155,808.0,Excellent,Battambang,Green,50/60.5,340-420,150,7.3,Private,GB-T/CCS2,3/6/2022,Synthetic (New Formula)
Tesla,Tesla Model Y,2023,63744.13691574919,39303.0,Excellent,Phnom Penh,Green,60/75/82,430-600,220,6.9,Authorized Dealer,GB-T/CCS2,14-05-2024,Synthetic (New Formula)
BYD,BYD Seal 5,2023,22319.282879540588,20658.0,New,Sihanoukville,Silver,15.8,80 PHEV,110,7.9,Authorized Dealer,GB-T/CCS2,2/1/2025,Synthetic (New Formula)
BYD,BYD Sealion 6,2023,46675.00340524438,13258.0,Like New,Battambang,Blue,18.3,80-100 PHEV,145,8.5,Dealer,GB-T/CCS2,24-01-2025,Synthetic (New Formula)
Tesla,Tesla Model 3,2023,46179.393361303315,5226.0,Like New,Phnom Penh,Black,60/82,430-576,208,6.1,Dealer,GB-T/CCS2,5/5/2021,Synthetic (New Formula)
MG,MG 4 EV,2023,27690.601090632434,36686.0,New,Phnom Penh,White,51/64/77,350-520,125,7.7,Private,GB-T/CCS2,7/2/2025,Synthetic (New Formula)
BYD,BYD Seal,2023,39456.106940165664,18649.0,Good,Sihanoukville,White,61.4/82.5,400-550,150,3.8,Private,GB-T/CCS2,26-08-2024,Synthetic (New Formula)
BYD,BYD Sealion 7,2025,42783.97955442042,29172.0,Like New,Kampot,White,71.8/91.3,460-567,230,4.5,Private,GB-T/CCS2,15-02-2025,Synthetic (New Formula)
MG,MG ZS EV,2022,33272.669554223125,34632.0,Good,Siem Reap,Black,50.3/72.6,320-440,115,8.6,Dealer,GB-T/CCS2,3/5/2023,Synthetic (New Formula)
BYD,BYD Atto 2,2024,23190.23326323044,0.0,Excellent,Phnom Penh,Black,45.1,312-401,130,7.9,Authorized Dealer,GB-T/CCS2,15-03-2024,Synthetic (New Formula)
Zeekr,Zeekr X,2025,56855.53174457153,21508.0,Good,Siem Reap,Blue,66,440,200,5.6,Authorized Dealer,GB-T/CCS2,13-08-2024,Synthetic (New Formula)
Nissan,Nissan Leaf,2025,27729.368669607476,0.0,Like New,Kampong Cham,Green,40/62,240-385,110,7.0,Authorized Dealer,GB-T/CCS2,13-11-2021,Synthetic (New Formula)
Nissan,Nissan Leaf,2024,28979.046927200106,3912.0,New,Phnom Penh,White,40/62,240-385,110,7.0,Dealer,GB-T/CCS2,24-11-2024,Synthetic (New Formula)
BYD,BYD Atto 3,2023,30991.24552275642,26505.0,Excellent,Sihanoukville,Grey,50/60.5,340-420,150,7.3,Authorized Dealer,GB-T/CCS2,28-02-2024,Synthetic (New Formula)
BYD,BYD Tang,2022,64432.06841822006,6840.0,New,Preah Vihear,Black,86.4/108.8,400-530,180,4.6,Private,GB-T/CCS2,21-05-2023,Synthetic (New Formula)
VinFast,VinFast VF 9,2024,66108.93173934295,4836.0,New,Siem Reap,Black,123,438,300,6.5,Private,GB-T/CCS2,21-07-2024,Synthetic (New Formula)
Tesla,Tesla Model Y,2025,60243.38437861254,17388.0,Like New,Phnom Penh,Silver,60/75/82,430-600,220,6.9,Authorized Dealer,GB-T/CCS2,10/10/2023,Synthetic (New Formula)
Zeekr,Zeekr 001,2023,79096.9507289997,32032.0,Good,Phnom Penh,White,86/100,560-620,200,3.3,Private,GB-T/CCS2,19-01-2024,Synthetic (New Formula)
AION,AION V,2024,38862.552237312106,18145.0,New,Phnom Penh,Silver,68.8/80,480-610,165,7.1,Dealer,GB-T/CCS2,20-03-2024,Synthetic (New Formula)
Denza,Denza D9,2025,81676.50104113454,34304.0,Good,Phnom Penh,Silver,103,600,230,6.9,Authorized Dealer,GB-T/CCS2,18-10-2023,Synthetic (New Formula)
Kia,Kia EV9,2023,79591.00002188233,29750.0,Good,Phnom Penh,White,99.8,541,283,5.3,Private,GB-T/CCS2,8/11/2024,Synthetic (New Formula)
Nissan,Nissan Leaf,2023,29340.580662152748,29988.0,New,Koh Kong,White,40/62,240-385,110,7.0,Authorized Dealer,GB-T/CCS2,25-01-2025,Synthetic (New Formula)
BYD,BYD Seal,2024,36140.567746452674,4230.0,New,Phnom Penh,Grey,61.4/82.5,400-550,150,3.8,Authorized Dealer,GB-T/CCS2,17-02-2023,Synthetic (New Formula)
Nissan,Nissan Leaf,2025,29743.85472023056,19038.0,New,Koh Kong,White,40/62,240-385,110,7.0,Authorized Dealer,GB-T/CCS2,25-01-2025,Synthetic (New Formula)
BYD,BYD Atto 2,2022,24150.564148795107,0.0,New,Siem Reap,White,45.1,312-401,130,7.9,Authorized Dealer,GB-T/CCS2,23-05-2025,Synthetic (New Formula)
Kia,Kia EV6,2023,49018.68063895654,26975.0,Like New,Phnom Penh,Black,77.4,484,168,7.1,Authorized Dealer,GB-T/CCS2,3/4/2024,Synthetic (New Formula)
AITO,AITO M5,2023,48828.49869521569,30336.0,Excellent,Kampot,White,40,200 PHEV,200,4.8,Authorized Dealer,GB-T/CCS2,17-05-2023,Synthetic (New Formula)
BYD,BYD Atto 3,2024,29147.447761167154,4230.0,New,Phnom Penh,Black,50/60.5,340-420,150,7.3,Private,GB-T/CCS2,12/7/2023,Synthetic (New Formula)
Avatr,Avatr 07,2023,50322.334451296425,7224.0,Like New,Phnom Penh,Grey,62.2/100.5,420-621,190,4.9,Dealer,GB-T/CCS2,26-05-2025,Synthetic (New Formula)
BYD,BYD Seal,2024,34331.31906634048,4060.0,Fair,Phnom Penh,Grey,61.4/82.5,400-550,150,3.8,Authorized Dealer,GB-T/CCS2,17-02-2023,Synthetic (New Formula)
Tesla,Tesla Model 3,2022,53676.3247723311,57869.0,Like New,Phnom Penh,White,60/82,430-576,208,6.1,Dealer,GB-T/CCS2,12/10/2024,Synthetic (New Formula)
AITO,AITO M5,2024,47485.37539676335,5760.0,Like New,Battambang,Grey,40,200 PHEV,200,4.8,Private,GB-T/CCS2,2/1/2025,Synthetic (New Formula)
Nissan,Nissan Leaf,2023,30076.060824144533,12912.0,New,Phnom Penh,Grey,40/62,240-385,110,7.0,Authorized Dealer,GB-T/CCS2,12/2/2024,Synthetic (New Formula)
BYD,BYD Dolphin,2024,27279.610346751797,38988.0,Like New,Phnom Penh,Cosmos Black,44.9/60.5,310-420,70,7.5,Dealer,GB-T/CCS2,28-07-2023,Synthetic (New Formula)
Zeekr,Zeekr 001,2023,77236.84741053553,20856.0,New,Phnom Penh,Grey,86/100,560-620,200,3.3,Dealer,GB-T/CCS2,20-09-2022,Synthetic (New Formula)
Mercedes,Mercedes EQB,2024,65009.88169413093,11718.0,Excellent,Kampot,Grey,66.5,419,168,8.0,Dealer,GB-T/CCS2,14-04-2024,Synthetic (New Formula)
BYD,BYD Sealion 5,2025,27246.50426754047,8808.0,New,Phnom Penh,White,60/72.8,410-520,150,7.5,Dealer,GB-T/CCS2,10/7/2025,Synthetic (New Formula)
BYD,BYD Atto 3,2023,30415.85487067978,21275.0,New,Phnom Penh,Orange,50/60.5,340-420,150,7.3,Private,GB-T/CCS2,21-04-2025,Synthetic (New Formula)
BYD,BYD Atto 3,2025,30767.505039916174,20660.0,New,Phnom Penh,White,50/60.5,340-420,150,7.3,Private,GB-T/CCS2,9/11/2024,Synthetic (New Formula)
BYD,BYD Seal,2025,36943.64353660884,43350.0,Like New,Sihanoukville,White,61.4/82.5,400-550,150,3.8,Dealer,GB-T/CCS2,2/11/2023,Synthetic (New Formula)
XPeng,XPeng G6,2024,45824.87132342169,7504.0,Like New,Battambang,Green,66/87.5,435-570,190,6.2,Authorized Dealer,GB-T/CCS2,15-12-2023,Synthetic (New Formula)
Deepal,Deepal L07,2024,49905.282674054215,35938.0,Excellent,Kratie,Black,31.6,200 PHEV,160,7.3,Authorized Dealer,GB-T/CCS2,5/5/2025,Synthetic (New Formula)
Nissan,Nissan Leaf,2025,29128.035803740393,33528.0,Excellent,Phnom Penh,White,40/62,240-385,110,7.0,Dealer,GB-T/CCS2,26-08-2020,Synthetic (New Formula)
Kia,Kia EV6,2024,48622.377547443364,8071.0,Like New,Phnom Penh,Black,77.4,484,168,7.1,Dealer,GB-T/CCS2,20-06-2022,Synthetic (New Formula)
BYD,BYD Sealion 7,2023,41021.44042604895,1062.0,New,Kampot,White,71.8/91.3,460-567,230,4.5,Private,GB-T/CCS2,15-02-2025,Synthetic (New Formula)
MG,MG ZS EV,2024,26764.48719339411,0.0,New,Phnom Penh,Silver,50.3/72.6,320-440,115,8.6,Dealer,GB-T/CCS2,21-10-2024,Synthetic (New Formula)
Arcfox,Arcfox Koala S,2023,26776.705182764716,1033.0,New,Phnom Penh,White,42.8,301,120,8.5,Authorized Dealer,GB-T/CCS2,24-07-2024,Synthetic (New Formula)
VinFast,VinFast VF 9,2024,63061.823152377714,1100.0,New,Phnom Penh,Silver,123,438,300,6.5,Private,GB-T/CCS2,16-11-2023,Synthetic (New Formula)
Nissan,Nissan Leaf,2025,31363.64327271745,54229.0,Good,Siem Reap,Black,40/62,240-385,110,7.0,Authorized Dealer,GB-T/CCS2,23-11-2022,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 6,2024,50934.519545315656,9016.0,Excellent,Phnom Penh,Red,53/77.4,429-614,151,8.1,Dealer,GB-T/CCS2,23-02-2023,Synthetic (New Formula)
Nissan,Nissan Leaf,2022,32000.428857052477,29700.0,New,Kampong Cham,White,40/62,240-385,110,7.0,Dealer,GB-T/CCS2,20-05-2022,Synthetic (New Formula)
AION,AION ES,2023,32383.49750069357,38064.0,New,Kep,White,55.6,410,150,7.5,Private,GB-T/CCS2,28-12-2024,Synthetic (New Formula)
VinFast,VinFast VF 9,2025,67636.17029987842,33490.0,Good,Kampong Cham,White,123,438,300,6.5,Authorized Dealer,GB-T/CCS2,17-11-2022,Synthetic (New Formula)
Nissan,Nissan Leaf,2024,27111.90011794564,0.0,Excellent,Phnom Penh,Red,40/62,240-385,110,7.0,Dealer,GB-T/CCS2,22-08-2023,Synthetic (New Formula)
BYD,BYD Han,2022,66663.21023997515,24486.0,New,Phnom Penh,White,76.9/85.4,500-610,180,3.9,Dealer,GB-T/CCS2,18-05-2025,Synthetic (New Formula)
BYD,BYD Seagull,2025,19793.761452377203,17312.0,Excellent,Siem Reap,White,30/38.88,190-305,55,,Private,GB-T/CCS2,23-02-2024,Synthetic (New Formula)
Avatr,Avatr 11,2025,65272.50522568318,11209.0,New,Phnom Penh,Red,90/116,555-700,230,3.9,Private,GB-T/CCS2,3/8/2023,Synthetic (New Formula)
BYD,BYD Seal,2020,42657.92541872535,33252.0,New,Siem Reap,Grey,61.4/82.5,400-550,150,3.8,Authorized Dealer,GB-T/CCS2,17-05-2025,Synthetic (New Formula)
Tesla,Tesla Model 3,2022,49732.57152869699,44935.0,Excellent,Kep,Black,60/82,430-576,208,6.1,Authorized Dealer,GB-T/CCS2,23-07-2024,Synthetic (New Formula)
VinFast,VinFast VF 9,2025,67606.41219134907,26499.0,Good,Phnom Penh,White,123,438,300,6.5,Authorized Dealer,GB-T/CCS2,11/2/2023,Synthetic (New Formula)
VinFast,VinFast VF 6,2024,29563.658417254337,47025.0,Good,Siem Reap,Grey,59.6,399,110,,Private,GB-T/CCS2,3/2/2025,Synthetic (New Formula)
MG,MG 4 EV,2025,25659.78159444658,22480.0,Like New,Battambang,Silver,51/64/77,350-520,125,7.7,Dealer,GB-T/CCS2,14-04-2023,Synthetic (New Formula)
BYD,BYD Dolphin,2025,24210.59080118049,0.0,Fair,Phnom Penh,White,44.9/60.5,310-420,70,7.5,Private,GB-T/CCS2,1/1/2024,Synthetic (New Formula)
AITO,AITO M7,2023,62614.96979021351,22885.0,New,Phnom Penh,Green,40,200 PHEV,330,4.8,Authorized Dealer,GB-T/CCS2,15-10-2024,Synthetic (New Formula)
Mercedes,Mercedes EQB,2024,64069.907238703476,4740.0,New,Sihanoukville,Red,66.5,419,168,8.0,Dealer,GB-T/CCS2,26-07-2024,Synthetic (New Formula)
Denza,Denza D9,2025,73559.51132540683,960.0,New,Battambang,Silver,103,600,230,6.9,Authorized Dealer,GB-T/CCS2,18-04-2022,Synthetic (New Formula)
AITO,AITO M5,2024,42603.56208352359,4152.0,Like New,Siem Reap,White,40,200 PHEV,200,4.8,Authorized Dealer,GB-T/CCS2,11/2/2023,Synthetic (New Formula)
Deepal,Deepal L07,2024,46010.343624008296,0.0,Excellent,Kampot,Green,31.6,200 PHEV,160,7.3,Private,GB-T/CCS2,3/3/2024,Synthetic (New Formula)
MG,MG 4 EV,2024,25541.24905407053,15521.0,New,Phnom Penh,Grey,51/64/77,350-520,125,7.7,Private,GB-T/CCS2,28-08-2021,Synthetic (New Formula)
AION,AION Y Plus,2021,36464.84847680727,808.0,Excellent,Phnom Penh,Black,51.9/63.9,410-510,150,7.8,Dealer,GB-T/CCS2,17-10-2024,Synthetic (New Formula)
Zeekr,Zeekr 001,2022,80245.47795358306,34632.0,Excellent,Kampot,White,86/100,560-620,200,3.3,Dealer,GB-T/CCS2,15-02-2025,Synthetic (New Formula)
Kia,Kia EV6,2024,49516.417543385935,33490.0,New,Sihanoukville,Green,77.4,484,168,7.1,Authorized Dealer,GB-T/CCS2,3/1/2024,Synthetic (New Formula)
BYD,BYD Seal 5,2023,22131.961995070134,28440.0,New,Battambang,White,15.8,80 PHEV,110,7.9,Authorized Dealer,GB-T/CCS2,21-04-2025,Synthetic (New Formula)
Mercedes,Mercedes EQB,2024,62863.944122926994,37296.0,Fair,Kampong Cham,Black,66.5,419,168,8.0,Authorized Dealer,GB-T/CCS2,7/7/2023,Synthetic (New Formula)
Leapmotor,Leapmotor T03,2025,13705.081807875249,46942.0,Fair,Phnom Penh,Blue,41.3,403,80,,Dealer,GB-T/CCS2,19-08-2023,Synthetic (New Formula)
VinFast,VinFast VF 8,2021,46124.21750545124,14476.0,Good,Preah Vihear,Blue,82/87.5,420-500,150,5.5,Private,GB-T/CCS2,9/4/2022,Synthetic (New Formula)
Zeekr,Zeekr 001,2024,70850.45212810954,4836.0,Like New,Sihanoukville,Black,86/100,560-620,200,3.3,Authorized Dealer,GB-T/CCS2,14-07-2024,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 6,2024,62354.118821514145,56880.0,Excellent,Phnom Penh,Grey,53/77.4,429-614,151,8.1,Authorized Dealer,GB-T/CCS2,17-10-2024,Synthetic (New Formula)
Denza,Denza D9,2021,90944.81942716493,13258.0,Excellent,Preah Vihear,Red,103,600,230,6.9,Dealer,GB-T/CCS2,10/1/2024,Synthetic (New Formula)
MG,MG 5,2023,24430.434046516802,47300.0,New,Battambang,White,61.1,403,130,7.7,Authorized Dealer,GB-T/CCS2,15-01-2025,Synthetic (New Formula)
Kia,Kia EV6,2024,49963.40294791999,39100.0,New,Phnom Penh,White,77.4,484,168,7.1,Private,GB-T/CCS2,18-02-2023,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 5,2025,44829.73779138728,29988.0,Excellent,Kampong Cham,Grey,58/72.6,354-488,125,7.4,Dealer,GB-T/CCS2,20-06-2021,Synthetic (New Formula)
Kia,Kia EV5,2021,43803.84075670871,56880.0,New,Phnom Penh,Silver,64.2/88,400-600,160,7.5,Authorized Dealer,GB-T/CCS2,13-08-2024,Synthetic (New Formula)
XPeng,XPeng G6,2022,52372.2505535929,41667.0,Like New,Kep,White,66/87.5,435-570,190,6.2,Dealer,GB-T/CCS2,15-04-2025,Synthetic (New Formula)
AION,AION ES,2024,30323.887155217093,2238.0,Like New,Siem Reap,Silver,55.6,410,150,7.5,Authorized Dealer,GB-T/CCS2,14-08-2025,Synthetic (New Formula)
BYD,BYD Dolphin,2021,26097.21459260682,11154.0,New,Sihanoukville,Black,44.9/60.5,310-420,70,7.5,Authorized Dealer,GB-T/CCS2,3/4/2023,Synthetic (New Formula)
Mercedes,Mercedes EQB,2023,67625.32047362768,0.0,New,Kampot,White,66.5,419,168,8.0,Dealer,GB-T/CCS2,28-08-2025,Synthetic (New Formula)
BYD,BYD Sealion 6,2023,46663.06549473707,26208.0,Like New,Kampot,Blue,18.3,80-100 PHEV,145,8.5,Authorized Dealer,GB-T/CCS2,13-05-2024,Synthetic (New Formula)
Toyota,Toyota bZ4X,2025,46727.83504509905,20832.0,Good,Phnom Penh,Black,71.4,500,150,7.1,Private,GB-T/CCS2,9/11/2023,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 6,2023,51498.574253009494,4240.0,New,Kampong Cham,Grey,53/77.4,429-614,151,8.1,Private,GB-T/CCS2,25-08-2025,Synthetic (New Formula)
XPeng,XPeng G6,2024,48220.465922540694,43563.0,New,Kampot,Blue,66/87.5,435-570,190,6.2,Dealer,GB-T/CCS2,13-04-2024,Synthetic (New Formula)
VinFast,VinFast VF 6,2024,26065.070843315105,5760.0,Excellent,Sihanoukville,Silver,59.6,399,110,,Dealer,GB-T/CCS2,27-08-2025,Synthetic (New Formula)
BYD,BYD Atto 3,2024,31819.71182740037,38760.0,New,Battambang,Green,50/60.5,340-420,150,7.3,Private,GB-T/CCS2,3/6/2022,Synthetic (New Formula)
Denza,Denza D9,2024,81880.67386050825,3376.0,Good,Siem Reap,White,103,600,230,6.9,Authorized Dealer,GB-T/CCS2,14-02-2025,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 6,2022,59296.31257685051,32445.0,Like New,Siem Reap,White,53/77.4,429-614,151,8.1,Private,GB-T/CCS2,17-04-2024,Synthetic (New Formula)
AION,AION V,2022,44306.1669631472,39732.0,Like New,Phnom Penh,Silver,68.8/80,480-610,165,7.1,Dealer,GB-T/CCS2,20-03-2024,Synthetic (New Formula)
Nissan,Nissan Leaf,2025,30447.448164775014,26505.0,Excellent,Koh Kong,White,40/62,240-385,110,7.0,Authorized Dealer,GB-T/CCS2,25-01-2025,Synthetic (New Formula)
BMW,BMW iX1,2024,58111.56772719054,23550.0,Like New,Phnom Penh,Black,64.7,417,150,8.6,Authorized Dealer,GB-T/CCS2,6/10/2025,Synthetic (New Formula)
AITO,AITO M5,2024,45950.49090637519,36642.0,New,Kep,Cosmos Black,40,200 PHEV,200,4.8,Dealer,GB-T/CCS2,10/12/2022,Synthetic (New Formula)
BYD,BYD Atto 3,2024,29944.80181379734,24024.0,Like New,Phnom Penh,Orange,50/60.5,340-420,150,7.3,Private,GB-T/CCS2,21-04-2025,Synthetic (New Formula)
Mercedes,Mercedes EQB,2022,68902.65194993408,12320.0,New,Phnom Penh,Grey,66.5,419,168,8.0,Private,GB-T/CCS2,23-09-2021,Synthetic (New Formula)
Kia,Kia EV5,2025,38979.07658258283,43989.0,Good,Preah Vihear,Grey,64.2/88,400-600,160,7.5,Dealer,GB-T/CCS2,12/3/2023,Synthetic (New Formula)
BYD,BYD Seal,2025,34102.20020533843,10630.0,Good,Phnom Penh,Grey,61.4/82.5,400-550,150,3.8,Authorized Dealer,GB-T/CCS2,17-02-2023,Synthetic (New Formula)
BYD,BYD M9,2022,66485.2602939717,29280.0,New,Phnom Penh,Black,52,180 PHEV,180,,Private,GB-T/CCS2,4/7/2025,Synthetic (New Formula)
MG,MG ZS EV,2023,28889.032791536403,14127.0,New,Phnom Penh,White,50.3/72.6,320-440,115,8.6,Authorized Dealer,GB-T/CCS2,23-02-2024,Synthetic (New Formula)
BYD,BYD Dolphin,2024,26135.338566318937,26130.0,Excellent,Phnom Penh,White,44.9/60.5,310-420,70,7.5,Authorized Dealer,GB-T/CCS2,12/2/2025,Synthetic (New Formula)
BYD,BYD Tang,2023,65904.15811569915,33024.0,New,Phnom Penh,Green,86.4/108.8,400-530,180,4.6,Dealer,GB-T/CCS2,26-08-2021,Synthetic (New Formula)
MG,MG 4 EV,2024,24601.135190301466,3376.0,New,Phnom Penh,White,51/64/77,350-520,125,7.7,Dealer,GB-T/CCS2,14-04-2024,Synthetic (New Formula)
Tesla,Tesla Model Y,2022,61311.76456953705,19719.0,New,Siem Reap,Silver,60/75/82,430-600,220,6.9,Private,GB-T/CCS2,11/5/2025,Synthetic (New Formula)
Kia,Kia EV9,2024,82982.03546336823,29146.0,Excellent,Phnom Penh,Silver,99.8,541,283,5.3,Private,GB-T/CCS2,26-02-2024,Synthetic (New Formula)
Avatr,Avatr 11,2022,69523.78483505653,0.0,Like New,Phnom Penh,Red,90/116,555-700,230,3.9,Authorized Dealer,GB-T/CCS2,19-07-2024,Synthetic (New Formula)
Zeekr,Zeekr X,2020,69565.84567712572,75264.0,New,Kampot,White,66,440,200,5.6,Private,GB-T/CCS2,25-09-2023,Synthetic (New Formula)
Avatr,Avatr 07,2024,46388.7623448066,12698.0,Good,Phnom Penh,White,62.2/100.5,420-621,190,4.9,Private,GB-T/CCS2,23-08-2025,Synthetic (New Formula)
Nissan,Nissan Leaf,2024,32252.429633226948,55440.0,New,Phnom Penh,White,40/62,240-385,110,7.0,Dealer,GB-T/CCS2,26-08-2020,Synthetic (New Formula)
Nissan,Nissan Leaf,2025,27029.278373688423,3376.0,Excellent,Phnom Penh,Grey,40/62,240-385,110,7.0,Authorized Dealer,GB-T/CCS2,10/4/2021,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 6,2024,51959.23845658377,12698.0,New,Sihanoukville,Grey,53/77.4,429-614,151,8.1,Dealer,GB-T/CCS2,26-11-2022,Synthetic (New Formula)
AITO,AITO M7,2025,57173.08265329059,23722.0,New,Kampong Cham,Grey,40,200 PHEV,330,4.8,Dealer,GB-T/CCS2,20-08-2022,Synthetic (New Formula)
BYD,BYD Atto 3,2022,30535.054585880353,12265.0,New,Battambang,White,50/60.5,340-420,150,7.3,Authorized Dealer,GB-T/CCS2,8/5/2024,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 5,2024,42249.800199012236,16338.0,Excellent,Phnom Penh,Grey,58/72.6,354-488,125,7.4,Authorized Dealer,GB-T/CCS2,3/12/2021,Synthetic (New Formula)
VinFast,VinFast VF 9,2022,69854.228526488,8071.0,New,Phnom Penh,Grey,123,438,300,6.5,Private,GB-T/CCS2,2/1/2025,Synthetic (New Formula)
Kia,Kia EV9,2024,80908.02357846983,19152.0,Fair,Kampot,Grey,99.8,541,283,5.3,Authorized Dealer,GB-T/CCS2,5/3/2023,Synthetic (New Formula)
MG,MG ZS EV,2024,26691.698427604722,7288.0,New,Kratie,Red,50.3/72.6,320-440,115,8.6,Dealer,GB-T/CCS2,10/12/2020,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 5,2024,43116.42129358544,10630.0,New,Phnom Penh,White,58/72.6,354-488,125,7.4,Private,GB-T/CCS2,23-04-2023,Synthetic (New Formula)
Mercedes,Mercedes EQB,2023,65983.16166117914,17824.0,Like New,Phnom Penh,Orange,66.5,419,168,8.0,Authorized Dealer,GB-T/CCS2,15-10-2023,Synthetic (New Formula)
Nissan,Nissan Leaf,2024,28108.18417373701,0.0,Excellent,Sihanoukville,Grey,40/62,240-385,110,7.0,Dealer,GB-T/CCS2,15-11-2023,Synthetic (New Formula)
Leapmotor,Leapmotor T03,2021,14050.0857583226,20856.0,New,Phnom Penh,Cosmos Black,41.3,403,80,,Private,GB-T/CCS2,5/2/2023,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 5,2024,41375.063060733475,13392.0,New,Sihanoukville,White,58/72.6,354-488,125,7.4,Authorized Dealer,GB-T/CCS2,8/5/2025,Synthetic (New Formula)
BYD,BYD Sealion 7,2023,41390.753958968366,17040.0,Excellent,Sihanoukville,Silver,71.8/91.3,460-567,230,4.5,Dealer,GB-T/CCS2,11/12/2024,Synthetic (New Formula)
BYD,BYD Atto 2,2025,24795.08033535145,38760.0,New,Phnom Penh,Cosmos Black,45.1,312-401,130,7.9,Authorized Dealer,GB-T/CCS2,14-06-2024,Synthetic (New Formula)
Tesla,Tesla Model 3,2024,47522.53217451817,11100.0,Excellent,Phnom Penh,White,60/82,430-576,208,6.1,Dealer,GB-T/CCS2,18-11-2023,Synthetic (New Formula)
MG,MG 4 EV,2025,24170.059436341293,22885.0,New,Phnom Penh,Black,51/64/77,350-520,125,7.7,Authorized Dealer,GB-T/CCS2,27-10-2024,Synthetic (New Formula)
Nissan,Nissan Leaf,2024,28794.576138811146,8030.0,Fair,Kampong Cham,Green,40/62,240-385,110,7.0,Authorized Dealer,GB-T/CCS2,13-11-2021,Synthetic (New Formula)
BMW,BMW iX1,2025,56566.89025663488,5440.0,Like New,Sihanoukville,Silver,64.7,417,150,8.6,Authorized Dealer,GB-T/CCS2,12/4/2024,Synthetic (New Formula)
AION,AION V,2023,39152.141915861386,1147.0,Like New,Phnom Penh,Black,68.8/80,480-610,165,7.1,Dealer,GB-T/CCS2,28-12-2024,Synthetic (New Formula)
MG,MG 4 EV,2021,28927.731707372484,26676.0,New,Phnom Penh,Grey,51/64/77,350-520,125,7.7,Dealer,GB-T/CCS2,28-08-2022,Synthetic (New Formula)
Denza,Denza D9,2025,84229.60001726504,40663.0,Good,Siem Reap,White,103,600,230,6.9,Authorized Dealer,GB-T/CCS2,8/1/2023,Synthetic (New Formula)
Kia,Kia EV6,2023,56975.302336049026,63056.0,Fair,Phnom Penh,Black,77.4,484,168,7.1,Authorized Dealer,GB-T/CCS2,3/4/2024,Synthetic (New Formula)
VinFast,VinFast VF 6,2023,24008.24114152126,0.0,New,Sihanoukville,Silver,59.6,399,110,,Dealer,GB-T/CCS2,27-08-2025,Synthetic (New Formula)
Mercedes,Mercedes EQB,2024,62069.98501435172,26900.0,New,Siem Reap,Black,66.5,419,168,8.0,Authorized Dealer,GB-T/CCS2,18-04-2023,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 6,2025,59950.50365940339,54510.0,Excellent,Siem Reap,White,53/77.4,429-614,151,8.1,Private,GB-T/CCS2,17-04-2024,Synthetic (New Formula)
BYD,BYD Dolphin,2024,25462.358325896188,25029.0,Good,Phnom Penh,White,44.9/60.5,310-420,70,7.5,Dealer,GB-T/CCS2,4/1/2023,Synthetic (New Formula)
